age,gender,location,device_type,ad_type,hour_of_day,budget,avg_competitor_bid,click
45,F,Suburban,Desktop,Video,19,1536.6301464899868,0.11749748031829903,0
47,F,Suburban,Desktop,Text,9,2363.627083864594,0.5220717495221464,1
35,M,Urban,Tablet,Banner,17,1487.6672310125728,0.2073357356220763,0
53,F,Suburban,Desktop,Banner,11,1927.8003626014454,0.18604598765989955,0
50,F,Rural,Mobile,Banner,18,1726.9494314529288,1.6094803220726428,0
43,M,Suburban,Desktop,Text,12,2011.6095887944534,0.12473842152665322,0
57,F,Suburban,Desktop,Banner,7,927.344590773478,1.7431233269887418,0
34,F,Urban,Mobile,Banner,22,1945.2288215809622,0.4839100056004899,0
57,M,Urban,Mobile,Banner,15,2968.1609351704096,1.9097728039301436,0
24,F,Suburban,Mobile,Text,10,984.7275983003266,1.5392604737098967,0
25,F,Suburban,Mobile,Text,22,667.3725645781457,0.5658463648233332,0
48,M,Suburban,Mobile,Banner,19,1479.4762331047793,0.6560029103599704,0
29,F,Urban,Mobile,Text,3,1435.9054932489917,0.6182650130396431,0
48,F,Urban,Tablet,Video,16,814.3429787668581,0.5178914981456687,0
61,M,Rural,Desktop,Video,7,1928.6889629169802,0.5672168280284002,0
36,M,Rural,Tablet,Video,0,1593.9806332678083,1.2411407860030719,0
27,F,Rural,Tablet,Video,19,2592.2158770333194,1.3449487209875555,0
56,F,Rural,Mobile,Banner,2,1557.3931922162249,0.5017559720158908,0
29,F,Urban,Desktop,Video,12,2964.157798883789,1.7106036938293891,0
37,M,Urban,Tablet,Banner,0,2449.6221123075557,1.5582600733329757,0
54,F,Suburban,Desktop,Banner,22,1718.6263910948442,1.029480734754943,0
58,F,Rural,Desktop,Text,22,1880.487068486915,0.38211412134173184,0
24,M,Suburban,Mobile,Video,1,2666.8765210389874,0.8575152233012856,0
31,F,Suburban,Desktop,Banner,4,2435.3850963939494,0.8303499362986932,0
28,F,Urban,Tablet,Text,7,2144.3390455035556,1.8120089405450919,0
24,F,Suburban,Tablet,Banner,16,1167.0248161434442,1.7402709794493498,0
46,M,Suburban,Mobile,Banner,22,1525.867465462925,0.1686747655528557,0
27,M,Urban,Tablet,Text,22,2467.961954594489,0.11029692753687348,0
46,F,Urban,Mobile,Banner,1,2068.66319504241,1.5686507501238105,0
26,F,Urban,Tablet,Text,7,2891.2483178645753,0.31276219698887636,0
53,M,Urban,Tablet,Video,10,2682.210654596045,0.4814018514944609,0
27,F,Rural,Mobile,Banner,18,1567.7336022478526,1.8976342742734198,0
36,M,Rural,Desktop,Banner,12,1234.5435544476936,0.7860431669563533,0
48,M,Rural,Mobile,Video,6,810.1715858868408,1.6946461234353554,0
34,M,Suburban,Desktop,Banner,18,1519.0699415628862,0.4128484473069224,0
26,M,Rural,Desktop,Text,5,1066.705850560858,1.3922756774896843,0
62,M,Urban,Mobile,Text,12,541.7647634430921,1.29177065254599,0
50,F,Rural,Mobile,Text,16,845.5355197682288,1.4974063513629152,0
51,M,Urban,Mobile,Banner,19,1632.52877938569,0.6543872205055887,0
62,F,Rural,Desktop,Video,22,2731.041425604622,0.3602670007962192,0
41,F,Rural,Desktop,Banner,22,1302.3986700391233,0.24490126784700159,1
26,F,Urban,Desktop,Video,3,1602.8004023403423,1.394411944521306,0
24,M,Urban,Desktop,Video,10,1460.1820484824939,1.3594306723025842,0
33,F,Suburban,Mobile,Banner,16,1422.4370614761028,0.13326712744906444,0
36,F,Suburban,Mobile,Video,0,2306.597137312033,1.2386490701113524,0
56,F,Suburban,Desktop,Banner,10,1765.0782069127386,0.375237187119838,0
23,M,Rural,Tablet,Banner,18,1521.1070996221713,0.17543214124490872,0
28,F,Rural,Mobile,Banner,12,2858.3061378954762,1.0834765068662584,0
29,M,Urban,Tablet,Banner,22,1190.7186974754645,0.5292090983583416,0
59,M,Urban,Tablet,Text,13,2582.124565541438,1.1227596359963026,0
30,F,Suburban,Tablet,Banner,15,1787.5145896783383,1.4625615984802154,0
29,F,Urban,Desktop,Text,13,1604.2221055365274,1.8590949983540657,0
38,M,Rural,Mobile,Banner,6,657.4144816172634,0.7491545263578039,0
27,M,Urban,Tablet,Video,4,2646.2309406855347,0.9029751039869539,0
37,F,Urban,Desktop,Text,8,1176.6562008096605,0.4108653262524441,0
53,F,Urban,Mobile,Banner,10,2198.3900543667232,1.470937323487518,0
45,F,Urban,Desktop,Banner,17,2686.195630153844,1.6637376772197439,0
41,F,Urban,Mobile,Video,8,1840.3426523800197,1.437867880976235,0
22,F,Suburban,Mobile,Video,8,2101.669287340058,0.941220196259124,0
54,M,Suburban,Desktop,Banner,5,1350.455197541565,1.1641927495272089,0
29,M,Rural,Tablet,Video,19,2316.347625691047,0.5179347931119387,1
52,M,Suburban,Mobile,Video,20,2141.508702638686,1.4972460807150245,0
57,M,Urban,Mobile,Text,5,1611.9652013500972,1.3565585210850006,0
19,M,Suburban,Tablet,Video,3,2086.5053898622145,1.857233658869478,0
58,F,Rural,Mobile,Video,10,1156.6490725830238,1.178538793016202,0
62,M,Suburban,Tablet,Text,1,2144.551069426164,1.5236651174303268,0
56,F,Rural,Mobile,Banner,11,2181.8537622493714,1.051211019079992,0
59,M,Rural,Tablet,Text,7,1612.2193041042876,1.6869535044822184,0
26,M,Rural,Mobile,Video,12,1123.4336710847056,1.2273071447451904,0
39,F,Urban,Mobile,Text,3,2507.664912285302,0.9834984392514248,0
64,M,Rural,Mobile,Video,8,2385.3179455988284,0.3751239305406404,0
22,M,Suburban,Tablet,Text,15,642.7296351208577,1.627317197056241,0
29,M,Suburban,Mobile,Text,1,1735.6705457334745,1.6369623846940335,0
18,M,Suburban,Desktop,Banner,18,730.2773932758664,0.6973495245532157,1
61,F,Rural,Desktop,Video,4,1298.9068957489308,0.9422955375407789,0
39,M,Rural,Desktop,Text,19,1555.5978715101007,0.8841826799129887,0
55,M,Urban,Mobile,Text,13,942.2155576436323,0.7419228626145113,0
36,M,Rural,Tablet,Video,10,1672.2559764687487,1.0399808196965765,0
33,M,Suburban,Tablet,Text,2,2265.5529939033404,1.0591998609427056,0
48,M,Urban,Mobile,Banner,19,1592.4137231153902,0.24797385458106047,0
20,M,Suburban,Desktop,Video,8,1085.3494779566513,0.5927921635577509,0
40,M,Urban,Tablet,Banner,4,1537.045659022387,0.20603901248933187,0
59,M,Rural,Mobile,Video,22,1981.0169955581791,1.4817064865165135,0
35,F,Urban,Tablet,Banner,23,2840.980792754778,1.4652763831166036,0
43,F,Rural,Desktop,Video,17,1748.6119802349638,0.6504200362713868,0
30,F,Rural,Desktop,Text,8,2719.6574898247777,1.2035227520117162,0
35,M,Suburban,Tablet,Video,8,2961.389925702988,0.9160501978885698,0
20,M,Rural,Mobile,Text,1,1897.5460749866368,0.39286460514112087,0
40,F,Rural,Mobile,Banner,5,867.6722658777653,1.3757158254557362,0
20,F,Rural,Tablet,Text,3,2688.2823579666906,1.5704774124877308,0
42,F,Suburban,Desktop,Banner,0,2655.8907607769056,0.7358513652190829,0
44,F,Rural,Mobile,Text,12,2671.4014424051666,1.0723229798996716,0
61,M,Suburban,Tablet,Banner,4,2876.3726760621203,0.44531367677861866,1
44,F,Urban,Tablet,Video,13,1191.088645769551,0.21434741582393355,1
56,M,Suburban,Desktop,Video,13,1333.576389185911,0.6002841101355284,0
42,F,Suburban,Desktop,Text,18,2217.742478301023,1.6569528448877617,0
41,M,Rural,Mobile,Video,0,1909.7583693235792,1.563332493717785,0
25,M,Suburban,Mobile,Text,17,2670.922759158368,0.547865997014966,0
26,M,Urban,Mobile,Banner,6,1136.2657365408386,0.21910276503191742,0
63,M,Suburban,Desktop,Banner,16,2146.023573058518,1.6739209622141533,0
54,F,Rural,Tablet,Video,2,2851.024635336169,1.2799618634602772,0
47,M,Urban,Mobile,Video,0,1039.6796172005334,0.26949813544966683,1
36,M,Rural,Mobile,Text,0,1267.1990953355803,1.4508256367565298,0
33,F,Rural,Mobile,Text,11,1518.5444395446234,1.0876171358508009,0
41,F,Suburban,Tablet,Banner,12,717.7364582079716,0.36180974874306615,0
61,F,Rural,Mobile,Banner,23,942.1742741460596,0.14072058089723435,0
38,F,Urban,Mobile,Text,21,1455.2340743844438,1.696296652733756,0
53,M,Urban,Desktop,Video,3,685.9834483064946,0.6409626629784723,0
57,F,Urban,Desktop,Video,14,1406.6116430833463,1.1402493882206812,0
56,M,Urban,Desktop,Text,23,1110.354467749499,0.38334795818016565,0
64,F,Suburban,Tablet,Text,22,2661.2765270235855,1.3891055737630713,0
23,M,Urban,Desktop,Video,16,2021.2338539869263,0.20303339084460145,0
22,F,Suburban,Mobile,Video,20,2746.2250730213896,1.6890493852104684,0
31,F,Rural,Mobile,Video,5,1007.2174433709397,1.1770722239603437,0
62,F,Rural,Tablet,Video,21,704.1438546168225,0.28943326671170994,0
59,F,Suburban,Tablet,Text,12,1385.1179986420755,1.156149623458939,0
21,M,Rural,Mobile,Banner,6,641.0630168580674,0.8960085979025527,0
25,F,Rural,Tablet,Video,4,2708.7851378929086,0.6199267364045464,0
41,M,Urban,Mobile,Banner,10,970.3800767017324,1.379655443660735,0
28,M,Rural,Desktop,Banner,4,852.6812529949036,1.6391116737739009,0
34,F,Rural,Mobile,Video,0,2469.454833984227,0.32248906137287103,0
38,F,Suburban,Tablet,Text,12,2281.017902527965,0.620610036807507,0
43,M,Urban,Desktop,Banner,11,642.3900702025896,0.4032949074661074,1
60,M,Rural,Mobile,Banner,13,1773.9131105934698,0.9628873688458589,0
61,M,Rural,Tablet,Text,20,1622.1247231309455,0.10761460040787926,0
62,M,Suburban,Tablet,Video,0,1467.1439556115338,1.4196740575051492,1
44,M,Rural,Desktop,Video,12,816.7503951778236,0.1802275087323873,0
33,F,Urban,Mobile,Text,17,2468.380051665479,0.45489562307126263,0
43,F,Urban,Mobile,Text,16,1099.8894870677887,1.7141022291409977,0
50,M,Urban,Tablet,Banner,7,1645.5882726266098,1.6538347768449955,0
48,F,Suburban,Desktop,Video,7,2702.6607644169903,1.2737228888585683,0
64,M,Urban,Mobile,Video,7,1295.606135037849,1.4594279407717876,0
23,F,Urban,Desktop,Text,16,589.3305219870871,1.1563095894602378,0
61,M,Urban,Tablet,Text,19,2722.8311063722126,0.8451879065913539,0
25,F,Urban,Mobile,Video,11,1734.7266351404126,0.5572276568703078,0
24,F,Urban,Tablet,Video,10,1742.6572868076933,1.8262580887434756,0
51,M,Urban,Mobile,Video,16,1878.53938144968,1.8072798989435985,0
61,F,Suburban,Tablet,Banner,19,949.8349625250928,1.8004073214831993,0
31,M,Urban,Mobile,Banner,6,2287.215304460416,1.8334596833162167,0
33,M,Rural,Desktop,Banner,9,1078.4533421010813,1.5524127644387944,0
60,F,Suburban,Mobile,Video,22,1252.87043222584,1.803530159223555,0
26,M,Rural,Mobile,Video,16,2077.9724530190974,1.7549444433680794,0
27,F,Rural,Tablet,Video,17,2374.390500899669,0.6057629281522063,0
34,F,Urban,Mobile,Video,21,2326.542198041304,1.7048225065445324,0
29,M,Rural,Mobile,Video,21,707.8733818388242,1.1659407657287717,0
23,F,Rural,Mobile,Text,16,2386.4427501112773,1.0875753071564418,0
36,M,Rural,Tablet,Banner,19,2156.813588024113,0.33416042264808027,0
60,M,Urban,Mobile,Video,10,2012.7399406345457,1.7178471434152658,0
58,F,Urban,Desktop,Text,8,2917.1856311287092,0.7034813873601867,0
46,M,Urban,Desktop,Banner,7,1367.0641805991454,0.49973276856375104,0
23,F,Suburban,Tablet,Text,10,2207.7155428278966,1.6741579026021731,0
42,F,Urban,Mobile,Video,3,1933.084778197425,0.15013802654279787,0
41,M,Urban,Tablet,Text,18,1469.8998299378206,0.47776669768065494,0
42,F,Rural,Mobile,Text,7,2470.599033387903,1.0338312324905643,0
33,M,Urban,Tablet,Text,8,1507.8693304240585,1.7893275479204682,0
33,M,Rural,Mobile,Banner,13,1896.3892509119723,0.922886151497932,0
23,M,Urban,Mobile,Text,13,1901.5680620249136,0.42763152386813463,0
54,M,Urban,Tablet,Banner,0,1778.3191057899576,1.0299550552131662,0
38,F,Urban,Tablet,Video,14,1643.505547999375,1.2948197458587007,0
21,M,Urban,Tablet,Video,7,919.4477820817408,1.7587647874720522,0
51,M,Urban,Mobile,Banner,4,1102.1144072394377,1.6327243692955282,0
45,M,Urban,Tablet,Video,18,808.7573338230068,1.5777732592952887,0
55,F,Urban,Mobile,Banner,15,2308.7279320085936,1.035137857012412,0
58,F,Rural,Desktop,Banner,9,2360.7366191718124,1.8262810291066476,0
45,M,Suburban,Desktop,Text,10,2096.3224309660136,1.769297336264013,0
34,F,Suburban,Mobile,Banner,4,2794.1078535258885,1.546493418843361,0
31,F,Urban,Mobile,Video,9,1162.4103281772373,1.6076405992283629,0
24,M,Suburban,Tablet,Banner,15,2552.5597630063903,1.8210434171534933,0
39,M,Rural,Mobile,Banner,3,964.5841939570863,0.7516436280093147,0
18,F,Rural,Mobile,Banner,0,669.5566465322897,1.9129870534525748,0
46,F,Rural,Desktop,Text,23,500.32206183322836,0.3501916260360334,0
48,F,Suburban,Tablet,Banner,14,1951.5834105539645,1.7689772804620296,0
47,M,Suburban,Tablet,Video,6,2446.850763016193,0.5316887961719484,0
32,F,Suburban,Mobile,Text,19,2557.465946358811,1.1573108993615608,0
35,F,Urban,Tablet,Video,3,1676.6363044705208,1.1918736053981729,0
52,F,Rural,Desktop,Text,13,646.8012826893131,1.879001500487797,1
47,F,Rural,Desktop,Text,4,589.4059001152456,0.6175666769157578,0
51,M,Urban,Desktop,Video,16,2793.3789452169485,0.9005512807961158,0
59,M,Suburban,Mobile,Video,3,732.3509029253127,0.3738209329483496,0
28,M,Rural,Mobile,Text,4,2461.6619365494043,1.135095476421946,0
44,F,Suburban,Desktop,Text,23,673.9177130352018,0.8428748966343989,0
41,M,Urban,Desktop,Video,16,958.3708485223956,0.9449375095235222,0
52,F,Suburban,Tablet,Text,10,907.1666940672569,0.23277660042935308,0
56,F,Urban,Tablet,Text,3,1192.7680304327519,1.6835066256193896,0
25,M,Suburban,Tablet,Text,14,1514.0748747220719,0.7711946334558201,0
35,F,Urban,Tablet,Text,6,811.8149715926594,1.3094221679462568,0
30,F,Rural,Desktop,Text,4,2932.8970243229624,1.3016041030265986,0
62,F,Urban,Tablet,Banner,13,505.008285503072,1.3089017217247263,0
41,M,Suburban,Desktop,Banner,0,2430.2961651996256,0.5446939383619314,0
40,M,Rural,Desktop,Text,6,1816.2701447985783,0.29909456517610566,0
29,M,Suburban,Mobile,Banner,12,713.9412579870151,0.23389889940947667,0
47,M,Suburban,Tablet,Text,12,800.0796840821909,1.1813684278137115,0
48,M,Urban,Desktop,Text,0,1974.9980577041874,0.2798017995836885,0
45,M,Urban,Mobile,Text,14,1288.1334775915007,0.8563680367656689,0
39,M,Suburban,Mobile,Banner,1,1625.4735085240252,1.7648121157929377,0
61,M,Urban,Desktop,Text,7,1872.9727767632248,0.2467105436609649,1
45,M,Suburban,Desktop,Banner,7,1933.3703336489184,1.3363915179257548,0
30,M,Urban,Tablet,Text,23,1956.5266637431923,0.9141987619262257,0
42,F,Urban,Tablet,Banner,13,675.1265990886197,1.7336154068431697,0
61,M,Suburban,Desktop,Banner,21,2351.1963349817065,1.5116313725531063,1
63,F,Rural,Desktop,Video,22,1233.7604080423207,0.3251794810221823,0
24,F,Urban,Mobile,Text,3,786.0772112079803,0.6555085144300308,0
62,M,Suburban,Mobile,Banner,12,755.5022349884373,1.31025981103492,0
23,M,Rural,Mobile,Video,4,1092.5390725463121,0.42612312985791,0
41,F,Urban,Mobile,Text,13,2071.6997841646853,1.6232177255977203,0
36,M,Urban,Mobile,Banner,17,1679.8073878497717,0.5624876800051184,0
36,M,Suburban,Tablet,Video,9,767.6852740991095,1.6777294988456328,0
53,F,Urban,Mobile,Video,3,580.8816907552259,0.6084668472285718,0
26,M,Suburban,Desktop,Video,6,561.6642174447529,0.5131094098919254,0
53,M,Suburban,Tablet,Banner,3,1552.729541435771,1.8890763170137184,0
55,F,Urban,Mobile,Text,21,2470.347320908023,1.3092850489059384,0
57,F,Rural,Mobile,Text,10,1934.073874845457,1.1256177755459416,0
46,F,Urban,Mobile,Video,10,2524.195921364905,0.1922910980743439,0
41,M,Rural,Desktop,Text,11,1298.4714694338454,0.6350828949479537,0
22,F,Urban,Mobile,Video,23,850.8526575314122,0.3349906614926308,0
59,M,Rural,Desktop,Banner,14,2507.5040173295647,0.4030817593200019,0
62,M,Urban,Desktop,Banner,4,2319.604314011095,0.5988435207887405,0
43,M,Rural,Mobile,Text,7,1972.768116594441,0.35810499790022543,0
31,F,Rural,Mobile,Video,19,2719.399910664601,1.809193778609704,0
56,M,Urban,Tablet,Banner,10,2076.7002645749667,0.26136557450097,0
46,M,Urban,Tablet,Text,17,1814.5387618662369,1.7327743487038332,0
23,F,Suburban,Tablet,Video,17,1755.7751280501511,1.0104454905514142,0
24,F,Rural,Desktop,Banner,22,2043.4375982519682,0.3971824943012957,0
54,M,Urban,Mobile,Text,5,1791.5633267600665,1.1015404889246436,1
35,F,Suburban,Tablet,Video,17,1181.7533667771127,1.736127057833349,0
40,M,Urban,Desktop,Video,18,2884.681276324722,1.7909064530075454,0
61,M,Rural,Tablet,Banner,13,2895.153976576281,0.7760365135402173,0
55,M,Urban,Tablet,Text,10,917.1150943576918,1.3732765130754645,0
18,F,Urban,Mobile,Text,6,1826.4870485195822,0.22519476565433505,0
21,F,Suburban,Mobile,Video,13,2474.039695607326,1.0486180789175479,0
61,M,Urban,Desktop,Banner,15,636.9394473447308,0.5312398699593294,0
64,M,Suburban,Mobile,Banner,21,808.9067990437627,0.6678209433970441,0
52,M,Rural,Tablet,Text,12,1862.2324862193473,0.9816712537817529,0
40,M,Rural,Desktop,Video,5,570.8485086075086,1.835824588767813,0
44,F,Urban,Desktop,Text,22,2582.4794106338686,1.6645138213297337,0
43,F,Suburban,Desktop,Text,14,2682.914658376781,0.8266422480100433,0
25,F,Rural,Desktop,Video,4,2340.7763684907623,1.0074142673300137,0
60,F,Urban,Mobile,Banner,16,2555.901620806692,1.760849367999441,0
33,F,Urban,Tablet,Text,4,2179.2819409368885,0.25674444007917663,0
58,M,Urban,Mobile,Video,17,854.6666987978903,1.5756154338643429,0
20,F,Urban,Mobile,Banner,9,574.6363142568224,0.421562014829053,0
49,M,Urban,Desktop,Video,18,2620.211089838303,0.629674038416832,1
22,M,Suburban,Mobile,Video,1,2267.9020436814462,0.5133669523938871,0
37,F,Urban,Mobile,Video,20,1496.1537131455786,1.1473726892697178,0
31,F,Urban,Tablet,Banner,15,2492.0926927669034,0.5369973845387129,0
49,M,Urban,Desktop,Banner,20,633.1999886703911,0.9673783058776984,0
43,M,Urban,Mobile,Banner,12,1297.7144128003401,0.14958460691046782,0
64,M,Urban,Desktop,Text,20,1354.6243957060283,0.7008614204658953,0
23,F,Urban,Tablet,Text,21,762.1878166086161,1.4511989621755221,0
53,F,Urban,Mobile,Banner,18,2354.2414301607873,0.9260176052322109,0
57,F,Rural,Tablet,Text,23,2443.817228155038,1.6643455560629685,0
22,F,Rural,Tablet,Video,2,1957.9262026507233,0.9735487043316018,0
30,M,Urban,Desktop,Video,17,1544.6443601342792,1.7643043230479312,0
49,F,Suburban,Desktop,Video,13,2017.631130684928,0.8495860164176674,0
33,M,Urban,Desktop,Text,21,2745.9561669978793,0.7861323502424006,0
18,F,Suburban,Mobile,Banner,6,1394.380030865477,0.5879258095802377,0
30,F,Suburban,Desktop,Text,11,1335.6179517887144,0.9775272956857112,0
28,F,Suburban,Mobile,Text,16,2056.821350341018,1.6787344474769292,0
25,M,Suburban,Tablet,Banner,11,2209.0954667626293,1.4563141576400993,0
42,M,Suburban,Desktop,Video,2,1644.371923874041,0.4279724156908409,0
57,F,Rural,Tablet,Banner,22,2648.910865603005,1.8581725785731704,0
49,M,Urban,Desktop,Video,7,1380.7208325751521,0.9486857509032416,0
41,M,Rural,Tablet,Banner,17,2102.2931679612207,0.5225054387666865,0
45,F,Rural,Mobile,Text,20,2169.489667491677,1.8843367751614524,0
31,F,Urban,Tablet,Banner,20,1237.0489939065837,0.9372818422707985,0
62,M,Rural,Mobile,Banner,14,547.1285118494727,0.43009533647414977,1
20,F,Urban,Desktop,Video,18,2566.530641225306,1.6643148250373574,0
53,M,Urban,Desktop,Banner,12,1706.0453747587399,1.0506043883395961,0
44,M,Urban,Desktop,Banner,15,738.6377175722901,0.47389773176027583,0
37,F,Urban,Mobile,Banner,14,2893.8992373710157,1.3925882535164924,0
64,M,Suburban,Desktop,Banner,10,1241.0675248265134,1.965773886391475,0
32,F,Suburban,Mobile,Text,12,1686.1681570580545,0.2601886418028475,0
44,M,Rural,Mobile,Banner,20,1710.167340947253,0.925378079561158,0
62,M,Urban,Tablet,Banner,13,1426.9999293075268,1.0750077477109468,0
58,M,Urban,Desktop,Video,12,878.956684684523,1.3562550866260925,0
45,M,Urban,Tablet,Banner,7,2260.7287911395515,0.5341244914654262,0
42,M,Urban,Mobile,Text,10,988.7154793153944,0.4512139014884282,0
59,M,Suburban,Tablet,Video,13,2205.814150969835,1.5096254579223496,0
61,F,Suburban,Desktop,Video,18,2505.2699433424177,1.3717560000297444,0
63,M,Suburban,Mobile,Banner,14,557.830248546131,0.5669504098145749,0
50,M,Rural,Tablet,Video,21,2329.4616045280327,0.20803237166834673,0
63,M,Urban,Desktop,Video,9,2095.0829197099874,1.6202824775579585,0
31,F,Suburban,Desktop,Banner,3,989.4330965414808,1.3961659447015438,0
25,M,Suburban,Tablet,Text,6,2050.482841378408,1.7715802748990743,0
31,M,Urban,Mobile,Text,23,1551.9291009621797,0.22850408569813255,0
18,M,Suburban,Desktop,Banner,5,711.4799109172708,1.0262632133790752,0
33,F,Urban,Mobile,Video,0,1809.220540923939,0.40328084681700693,0
35,F,Urban,Desktop,Banner,21,2933.213608148718,1.382344282556941,0
24,F,Suburban,Mobile,Banner,19,2122.0255283526303,0.5740657825276063,0
32,M,Rural,Mobile,Video,10,1326.3617511107216,0.599499137648662,0
41,M,Urban,Desktop,Video,18,1908.7541093212271,1.4583545674157403,0
30,M,Rural,Tablet,Banner,2,2344.503166389038,1.6670932231593114,0
26,F,Suburban,Tablet,Video,2,890.6049554613896,1.8300149709240137,0
32,M,Urban,Tablet,Video,0,1822.0716559642663,0.24835202382287946,0
52,F,Urban,Mobile,Text,9,1767.1622519597936,1.6326915407822238,0
41,F,Suburban,Tablet,Text,13,1441.3956432464174,1.9458526897240906,0
50,M,Rural,Tablet,Banner,16,2367.663989888847,0.1995244792760586,0
33,M,Suburban,Desktop,Banner,1,1912.5268732785785,1.8329167827785529,1
25,F,Suburban,Mobile,Banner,13,2247.240042619467,1.9125840204853033,0
46,M,Suburban,Tablet,Text,4,1989.903147928543,0.46540483546541744,0
40,F,Rural,Desktop,Video,6,2452.349381037445,0.6863337064861029,0
62,F,Urban,Mobile,Banner,14,2084.8277813968075,0.6681437919573936,0
48,M,Urban,Desktop,Text,20,2194.3535573741974,1.9041490443887825,0
57,M,Suburban,Tablet,Banner,18,1063.745384161154,0.1316331093081228,0
31,M,Suburban,Mobile,Text,20,2614.6716039181324,1.1575692900778725,0
47,M,Rural,Mobile,Text,5,888.4338964553947,1.2011564156214187,0
56,M,Suburban,Tablet,Video,19,1349.5407849425937,1.3386416185406476,0
44,M,Rural,Desktop,Text,3,2723.5147009390867,0.5259435768221424,0
64,M,Rural,Mobile,Video,13,771.463607629307,1.0007780273893438,0
33,F,Rural,Mobile,Banner,0,2666.69720551426,0.8837544115234279,0
23,M,Suburban,Mobile,Video,22,1688.4132137840197,0.8758587913717323,0
50,M,Urban,Tablet,Banner,7,958.9666872667128,0.7346553948032342,0
61,M,Rural,Desktop,Banner,19,2342.983833909946,1.8923170195053762,0
35,M,Urban,Tablet,Video,5,1209.7045752993133,1.3375304008909912,0
33,F,Rural,Mobile,Banner,14,2194.7729897475665,1.5441374204658946,0
29,M,Suburban,Desktop,Banner,5,2477.238935531117,0.7113179573610708,0
37,F,Rural,Desktop,Banner,14,1923.3220343925357,0.10148560044519091,0
62,F,Rural,Tablet,Banner,0,2464.996608446917,1.9092524654981995,0
57,F,Urban,Tablet,Text,9,2837.6156588815657,1.7650486948115265,0
46,F,Suburban,Mobile,Text,3,1876.0043834592097,0.9699498056130127,0
47,F,Rural,Tablet,Video,13,880.9213815917112,0.8326854724879773,0
43,M,Suburban,Tablet,Text,21,2274.004198717674,0.944896677029101,0
39,F,Urban,Tablet,Text,11,1525.1839599998555,0.6112471294354899,0
50,F,Suburban,Tablet,Text,19,1828.2569900628873,1.2683214665371811,0
56,M,Suburban,Tablet,Text,15,2067.038403465399,1.9499709244304133,0
64,F,Urban,Mobile,Text,19,2293.731649960171,0.226400312349855,0
46,M,Rural,Desktop,Text,6,2099.4815794621295,1.6002537511111408,0
39,M,Rural,Tablet,Video,6,1082.1756437795593,0.21220669750031745,0
62,M,Suburban,Desktop,Video,23,2370.4147845702146,1.7321819107971204,0
30,M,Rural,Desktop,Video,6,2518.355233157964,0.3768142413636595,0
26,F,Urban,Tablet,Text,5,594.183526965648,1.039886261418878,0
41,F,Suburban,Tablet,Text,18,1270.3583083868937,1.0663817352320424,0
32,F,Suburban,Desktop,Text,14,2944.495878046112,1.2981079589974693,0
53,M,Rural,Mobile,Banner,22,944.3180474439837,1.2499056214099544,0
30,M,Rural,Desktop,Text,21,957.0505852803514,1.4346004294865788,0
44,M,Rural,Mobile,Video,9,1978.3112409787957,1.71235315631792,0
61,F,Suburban,Desktop,Banner,11,1345.4045347746255,0.16854208572737386,0
54,M,Rural,Tablet,Banner,7,2142.8028046512363,1.5023735156961358,0
24,F,Suburban,Mobile,Text,3,1156.6127793882824,0.19771312214899237,0
25,F,Rural,Desktop,Text,6,1565.0018929128353,1.6081864522653544,0
54,M,Suburban,Mobile,Video,22,2996.0812623968172,1.6072032166104302,0
58,M,Suburban,Tablet,Video,2,1433.6018683218786,0.46279654707804185,0
31,M,Suburban,Mobile,Text,7,715.414576014481,0.4975730976327315,0
29,M,Rural,Tablet,Video,12,2356.090398090715,0.24837045459146656,0
53,M,Rural,Tablet,Video,12,1971.4407143080432,0.556486229196689,0
57,F,Urban,Mobile,Text,15,1611.4480546850625,1.0486479899263392,0
34,F,Suburban,Tablet,Video,15,2771.8023425825704,0.8387372608943724,0
57,M,Rural,Tablet,Banner,1,866.5683117165014,0.5252297969270038,0
46,M,Urban,Tablet,Banner,2,1724.3321295672195,1.2800431122284857,0
44,M,Urban,Mobile,Video,14,979.4643081141248,1.0932915913352808,0
18,F,Rural,Tablet,Banner,16,708.7365174240877,0.3383350812532493,0
51,F,Suburban,Desktop,Video,1,1605.884304168882,0.7094200936974134,0
21,F,Urban,Tablet,Banner,16,2868.36746045748,1.8877759013141562,0
41,F,Urban,Desktop,Video,5,2305.1674288636814,1.379701347295191,0
38,M,Suburban,Mobile,Text,10,1086.2765260155131,1.9067431527359129,0
50,F,Rural,Desktop,Video,4,1656.5574144774143,0.9659829757413247,0
24,F,Suburban,Tablet,Text,5,2493.6293817648357,0.13864888588734653,0
18,M,Suburban,Tablet,Video,2,988.5339411819962,1.6052407839771714,0
58,M,Rural,Tablet,Video,22,1009.2413918163045,0.2795848903412177,0
20,F,Urban,Tablet,Text,3,952.5760000627863,1.8908054070780174,0
61,M,Suburban,Tablet,Banner,14,2018.6076940126452,0.6823264253898363,0
32,M,Urban,Tablet,Text,16,572.377342459728,1.351793017025245,0
48,M,Urban,Mobile,Banner,2,1969.0533031290263,1.7079411405148954,0
33,F,Urban,Tablet,Video,15,2563.4243801784733,0.9702172234611391,0
27,F,Rural,Desktop,Banner,20,2456.63039479982,0.9171632123102805,0
46,M,Urban,Desktop,Video,22,2167.078237033534,0.45363842062407433,0
